PINNED TO CPU: 17
pgm,i,seconds,tsc,cpu,rem.sec,rem.nsec
./calibrate,0,1,2600138924,17,0,0
./calibrate,1,1,2600129644,17,0,0
./calibrate,2,1,2600130380,17,0,0
./calibrate,3,1,2600131592,17,0,0
./calibrate,4,1,2600095800,17,0,0
./calibrate,5,1,2600128768,17,0,0
./calibrate,6,1,2600131336,17,0,0
./calibrate,7,1,2600131572,17,0,0
./calibrate,8,1,2600133756,17,0,0
./calibrate,9,1,2600131964,17,0,0
